species,genus,family,species.relative,genus.relative
Davallia beddomei,Davallia,Davalliaceae
Cystopteris moupinensis,Cystopteris,Cystopteridaceae
Cystopteris montana,Cystopteris,Cystopteridaceae
Cystopteris fragilis,Cystopteris,Cystopteridaceae
Cyrtomium macrophyllum,Cyrtomium,Dryopteridaceae
Cyrtomium falcatum,Cyrtomium,Dryopteridaceae
Cyrtomium caryotideum,Cyrtomium,Dryopteridaceae
Cyrtomium anomophyllum,Cyrtomium,Dryopteridaceae
Cyclosorus interruptus,Cyclosorus,Thelypteridaceae
Cyclogramma squamaestipes,Cyclogramma,Thelypteridaceae
Cyclogramma auriculata,Cyclogramma,Thelypteridaceae
Cryptogramma stelleri,Cryptogramma,Pteridaceae
Cryptogramma brunoniana,Cryptogramma,Pteridaceae
Crepidomanes schmidianum,Crepidomanes,Hymenophyllaceae
Crepidomanes parvifolium,Crepidomanes,Hymenophyllaceae
Crepidomanes minutum,Crepidomanes,Hymenophyllaceae
Crepidomanes latealatum,Crepidomanes,Hymenophyllaceae
Crepidomanes campanulatum,Crepidomanes,Hymenophyllaceae
Cornopteris opaca,Cornopteris,Athyriaceae
Cornopteris decurrentialata,Cornopteris,Athyriaceae
Cornopteris banajaoensis,Cornopteris,Athyriaceae
Coniogramme serrulata,Coniogramme,Pteridaceae
Coniogramme pubescens,Coniogramme,Pteridaceae
Coniogramme procera,Coniogramme,Pteridaceae
Coniogramme intermedia,Coniogramme,Pteridaceae
Coniogramme fraxinea,Coniogramme,Pteridaceae
Coniogramme affinis,Coniogramme,Pteridaceae
Claytosmunda claytoniana,Claytosmunda,Osmundaceae
Christella papilio,Christella,Thelypteridaceae
Christella oblancifolia,Christella,Thelypteridaceae
Christella multiauriculata,Christella,Thelypteridaceae
Christella lebeufii,Christella,Thelypteridaceae
Christella jaculosa,Christella,Thelypteridaceae
Christella dentata,Christella,Thelypteridaceae
Christella crinipes,Christella,Thelypteridaceae
Christella clarkei,Christella,Thelypteridaceae
Christella arida,Christella,Thelypteridaceae
Christella appendiculata,Christella,Thelypteridaceae
Cheilanthes tenuifolia,Cheilanthes,Pteridaceae
Cerosora microphylla,Cerosora,Pteridaceae
Ceratopteris thalictroides,Ceratopteris,Pteridaceae
Calciphilopteris ludens,Calciphilopteris,Pteridaceae
Botrypus virginianus,Botrypus,Ophioglossaceae
Botrychium simplex,Botrychium,Ophioglossaceae
Botrychium lunaria,Botrychium,Ophioglossaceae
Bosmania membranacea,Bosmania,Polypodiaceae
Bolbitis tibetica,Bolbitis,Dryopteridaceae
Bolbitis sinensis,Bolbitis,Dryopteridaceae
Bolbitis major,Bolbitis,Dryopteridaceae
