genus,family
Chrysochosma,Pteridaceae
Chrysodium,Pteridaceae
Coniodictyogramme,Pteridaceae
Copelandiopteris,Pteridaceae
Craspedodictyum,Pteridaceae
Diclidopteris,Pteridaceae
Dictyogramme,Pteridaceae
Dyctiogramme,Pteridaceae
Ellobocarpus,Pteridaceae
Eriochasma,Pteridaceae
Eriosonia,Pteridaceae
Eriosorus,Pteridaceae
Gymnogramma,Pteridaceae
Hemionanthes,Pteridaceae
Hemipteris,Pteridaceae
Heterophlebium,Pteridaceae
Holcochlaena,Pteridaceae
Holttumia,Pteridaceae
Holttumiella,Pteridaceae
Idiogramma,Pteridaceae
Idiopteris,Pteridaceae
Lathyropteris,Pteridaceae
Lemapteris,Pteridaceae
Leptolepidium,Pteridaceae
Leptostegia,Pteridaceae
Litobrochia,Pteridaceae
Monogonia,Pteridaceae
Monogramma,Pteridaceae
Negripteris,Pteridaceae
Nephopteris,Pteridaceae
Nesoris,Pteridaceae
Neurocallis,Pteridaceae
Neurogramma,Pteridaceae
Neurosoria,Pteridaceae
Nevrocallis,Pteridaceae
Notogramme,Pteridaceae
Ochropteris,Pteridaceae
Paraceterach,Pteridaceae
Parahemionitis,Pteridaceae
Parkeria,Pteridaceae
Pellaeopsis,Pteridaceae
Peripteris,Pteridaceae
Phorolobus,Pteridaceae
Pityromeria,Pteridaceae
Platyloma,Pteridaceae
Pleurofossa,Pteridaceae
Pomataphytum,Pteridaceae
Pomatophytum,Pteridaceae
Psilogramme,Pteridaceae
Pteridanetium,Pteridaceae
Pteridella,Pteridaceae
Pycnodoria,Pteridaceae
Saffordia,Pteridaceae
Schizogramma,Pteridaceae
Schizolepton,Pteridaceae
Schizostege,Pteridaceae
Schizostegeopsis,Pteridaceae
Sinopteris,Pteridaceae
Syngrammatopsis,Pteridaceae
Synochlamys,Pteridaceae
Taeniopsis,Pteridaceae
Taeniopteris,Pteridaceae
Teleozoma,Pteridaceae
Thelipteris,Pteridaceae
Toxopteris,Pteridaceae
Trichiogramme,Pteridaceae
Trismeria,Pteridaceae
Tryonella,Pteridaceae
Vaginopteris,Pteridaceae
Cystodiopteris,Saccolomataceae
Ithycaulon,Saccolomataceae
Neuropteris,Saccolomataceae
Carpanthus,Salviniaceae
Marsilaea,Salviniaceae
Rhizosperma,Salviniaceae
Lophidium,Schizaeaceae
Microschizaea,Schizaeaceae
Bryodesma,Selaginellaceae
Didiclis,Selaginellaceae
Diplostachyum,Selaginellaceae
Gymnogynum,Selaginellaceae
Heterophyllium,Selaginellaceae
Hypopterygiopsis,Selaginellaceae
Lycopodioides,Selaginellaceae
Lycopodion,Selaginellaceae
Mirmau,Selaginellaceae
Polycocca,Selaginellaceae
Selaginoides,Selaginellaceae
Stachygynandrum,Selaginellaceae
Trispermium,Selaginellaceae
Aenigmopteris,Tectariaceae
Amphiblestra,Tectariaceae
Arcypteris,Tectariaceae
Aspidium,Tectariaceae
Bathmium,Tectariaceae
Camptodium,Tectariaceae
Cardiochlaena,Tectariaceae
Chlamydogramme,Tectariaceae
Cionidium,Tectariaceae
Ctenitopsis,Tectariaceae
Dictyopteris,Tectariaceae
Dictyoxiphium,Tectariaceae
Dryomenis,Tectariaceae
Fadyenia,Tectariaceae
Grammatosorus,Tectariaceae
Hemigramma,Tectariaceae
Heterogonium,Tectariaceae
Lenda,Tectariaceae
Luerssenia,Tectariaceae
Microbrochis,Tectariaceae
Phlebiogonium,Tectariaceae
Pleuroderris,Tectariaceae
Podopeltis,Tectariaceae
Psammiosorus,Tectariaceae
Pseudotectaria,Tectariaceae
Psomiocarpa,Tectariaceae
Quercifilix,Tectariaceae
Sagenia,Tectariaceae
Sagenopteris,Tectariaceae
Stenosemia,Tectariaceae
Tectaridium,Tectariaceae
Trichiocarpa,Tectariaceae
Wagneriopteris,Tectariaceae
Abacopteris,Thelypteridaceae
Amphineuron,Thelypteridaceae
Craspedosorus,Thelypteridaceae
Dictyocline,Thelypteridaceae
Dimorphopteris,Thelypteridaceae
Glaphyropteris,Thelypteridaceae
Haplodictyum,Thelypteridaceae
Hemestheum,Thelypteridaceae
Lastrea,Thelypteridaceae
Lastrella,Thelypteridaceae
Leptogramma,Thelypteridaceae
Mesochlaena,Thelypteridaceae
Mesoneuron,Thelypteridaceae
Oochlamys,Thelypteridaceae
Proferea,Thelypteridaceae
Pseudophegopteris,Thelypteridaceae
Toppingia,Thelypteridaceae
Asplenicystopteris,Woodsiaceae
Cheilanthopsis,Woodsiaceae
Cornoathyrium,Woodsiaceae
Cystocarpium,Woodsiaceae
Depazium,Woodsiaceae
Eriosoriopsis,Woodsiaceae
Hymenocystis,Woodsiaceae
Neotribleparia,Woodsiaceae
Protowoodsia,Woodsiaceae
Trichocyclus,Woodsiaceae
Grypothrix,Thelypteridaceae
Hoiokula,Thelypteridaceae
Menisciopsis,Thelypteridaceae
Osmunasium,Osmundaceae
Pakau,Thelypteridaceae
Pelazoneuron,Thelypteridaceae
Reholttumia,Thelypteridaceae
Strophocaulon,Thelypteridaceae
Asplenoceterach,Aspleniaceae
Asplenosorus,Aspleniaceae
Eriosonia,Pteridaceae
Pityromeria,Pteridaceae
Bernhardia,Psilotaceae
Cincinalis,Dennstaedtiaceae
Diplo?n,Blechnaceae
Fourniera,Cyatheaceae
Gymnopteris,Pteridaceae
Heteropteris,Pteridaceae
Hewardia,Pteridaceae
Jenkinsia,Dryopteridaceae
Oetosis,Polypodiaceae
Ornithopteris,Anemiaceae
Platytaenia,Pteridaceae
Wibelia,Davalliaceae
